name,id,tier,type,description,is_magic,bought,zh,learned_by,monsters_use,buffed_by,mana_cost,gives,pets_use,causes,m1,M2.max,M2.min,turns,ward,hp,strikes,crit,element,cures,cost
Earth Affinity,313,8,Buff,Imbues your weapon with the power of the earth.,1,,土屬附掛,"[{""id"":46,""name"":""Arcanic"",""level"":175,""specialization"":false}]",[324],,80,"[""Earth Att""]",,,,,,,,,,,,,
Fire Affinity,314,8,Buff,Imbues your weapon with the power of fire.,1,,火屬附掛,"[{""id"":46,""name"":""Arcanic"",""level"":175,""specialization"":false}]","[322,331]",,80,"[""Fire Att""]",,,,,,,,,,,,,
Lightning Affinity,315,8,Buff,Imbues your weapon with the power of lightning.,1,,雷屬附掛,"[{""id"":46,""name"":""Arcanic"",""level"":175,""specialization"":false}]",[333],,80,"[""Lightning Att""]",,,,,,,,,,,,,
Quadcut,316,8,Attack,"Swiftly attack four times, dealing up to quadruple damage.",,,四連擊,"[{""id"":46,""name"":""Arcanic"",""level"":190,""specialization"":false}]","[420,373,359,309,298,275,306,370,428,325,324,331,332,333,326,328,319,313]",,75,,"[58,115]",,1,0.5,1.1,1,,,4,0,,,
Swordplay II,317,8,Attack,"Attack multiple times, changing the course of the battle. It may cause multiple buffs and debuffs.",,,劍擊 II,"[{""id"":46,""name"":""Arcanic"",""level"":195,""specialization"":false}]","[306,325,329,323,336,328]",,120,"[""T. Att ↑"",""T. Def ↑"",""T. Mag ↑"",""T. Res ↑""]",,"[""T. Def ↓"",""T. Att ↓"",""T. Mag ↓"",""T. Res ↓""]",1,0.5,1.25,1,,,4,0,,,
Arcane Strikes III,318,8,Multi-round Attack,Attack 4 times with unrelenting arcane energy. Requires 3 turns in battle.,,,奧術連擊 III,"[{""id"":46,""name"":""Arcanic"",""level"":200,""specialization"":false}]","[325,405,401]",,200,,,,1,1.5,2,3,,,4,0,Arcane,,
Arcanic Strike,319,8,Attack,Attack with unrelenting arcane energy. It will deal especially high damage to those weak against Arcane.,,,奧術之擊,"[{""id"":46,""name"":""Arcanic"",""level"":175,""specialization"":false}]",[325],,60,,,,1.3,1,1,1,,,1,0,Arcane,,
Eternal Light II,320,8,Passive,"You forever emit a radiant light, raising your stats over time.",1,,永恆之光 II,"[{""id"":46,""name"":""Arcanic"",""level"":0,""specialization"":false}]",,,,,,,,,,,,,,,,,
Arcane Mastery,321,8,Passive,"You are a master of Arcane technique. All attacks have a chance to freeze, paralyze, burn or rot an opponent.",1,,奧術精通,"[{""id"":46,""name"":""Arcanic"",""level"":0,""specialization"":false}]",[325],,,,,,,,,,,,,,,,
Apothecarist II,322,8,Passive,You are a master of potion efficacy. Healing items will recover 50% more HP and mana.,1,,藥劑師 II,"[{""id"":46,""name"":""Arcanic"",""level"":0,""specialization"":false}]",,,,,,,,,,,,,,,,,
Summon Dead,323,8,Magic,Deals damage according to the amount of foes one has recently slain.,1,,亡靈之力,"[{""id"":48,""name"":""Nekromancer"",""level"":180,""specialization"":false}]",,,120,,,,1,3,3,1,,,1,0,,,
Summon Dead II,324,8,Multi-round Magic,Deals immense damage according to the amount of foes one has recently slain. Requires 2 turns in battle.,1,,亡靈之力 II,"[{""id"":48,""name"":""Nekromancer"",""level"":200,""specialization"":false}]",,,150,,,,1.5,4.5,4.5,2,,,1,0,,,
Multi-shadow,325,8,Magic,Deals moderate dark damage thrice.,1,,多重暗影術,"[{""id"":48,""name"":""Nekromancer"",""level"":175,""specialization"":false}]","[312,334,313]",,120,,,,1,0.7,1.2,1,,,3,0,Dark,,
Forbidden Art,326,8,Multi-round Magic,"Unstable magic that can deal massive non-elemental damage, but may weaken and harm its caster.",1,,禁術,"[{""id"":48,""name"":""Nekromancer"",""level"":185,""specialization"":false}]","[309,305,330,334,401,314]",,250,,"[68,88]",,1,4,5,2,,-20,1,0,,,
Drain III,327,8,Magic,Drains a moderate amount of health.,1,,生命吸取 III,"[{""id"":48,""name"":""Nekromancer"",""level"":175,""specialization"":false}]","[462,467,468,310,296,330,315,368,414,334,372,320]",,150,,[90],,1.5,1,1,1,,35,1,0,,,
Forbid,328,8,Debuff,50% chance to greatly hinder an opponent's attack power.,1,,勸架,"[{""id"":48,""name"":""Nekromancer"",""level"":175,""specialization"":false}]","[411,400,402,330,412,334,314,336,327]",,90,,"[83,68,88]","[""T. Att ↓↓""]",,,,,,,,,,,
Nekromancy,329,8,Passive,Your stats increase as you defeat foes.,1,,招魂術,"[{""id"":48,""name"":""Nekromancer"",""level"":0,""specialization"":false}]",,,,,,,,,,,,,,,,,
Ward of Annwn,330,8,Buff,Grants Ward for 5 turns and may give elemental resistances.,1,,安溫護盾,"[{""id"":46,""name"":""Arcanic"",""level"":180,""specialization"":false}]",,,80,"[""Fire Def"",""Water Def"",""Earth Def"",""Lightning Def""]",,,,,,,,,,,,,
Inferno Ward,331,8,Buff,Grants Ward and protection against the power of fire.,1,,煉獄護盾,"[{""id"":47,""name"":""Atlas Vanguard"",""level"":175,""specialization"":false}]",[298],,80,"[""Fire Def""]",,,,,,,,,,,,,
Tidal Ward,332,8,Buff,Grants Ward and protection against the power of water & ice.,1,,海嘯護盾,"[{""id"":47,""name"":""Atlas Vanguard"",""level"":175,""specialization"":false}]",,,80,"[""Water Def""]",,,,,,,,,,,,,
Terra Ward,333,8,Buff,Grants Ward and protection against the power of  the earth.,1,,大地護盾,"[{""id"":47,""name"":""Atlas Vanguard"",""level"":175,""specialization"":false}]",,,80,"[""Earth Def""]",,,,,,,,,,,,,
Storm Ward,334,8,Buff,Grants Ward and protection against the power of lightning.,1,,風暴護盾,"[{""id"":47,""name"":""Atlas Vanguard"",""level"":175,""specialization"":false}]",,,80,"[""Lightning Def""]",,,,,,,,,,,,,
Guarding Strike,335,8,Attack,"Attack from a guarding position, giving Ward for 2 turns.",,,防衛打擊,"[{""id"":47,""name"":""Atlas Vanguard"",""level"":175,""specialization"":false}]","[462,298,306,325,323,336]",,50,,"[61,59]",,1,1,1,1,2,,1,0.05,,,
Ward of Light,336,8,Ward,"Deals holy damage, recovers Ward, and recovers a percentage of damage dealt.  An opponent may also be blinded from the light. (Recovers 15% of ward and 25% of Damage dealt)",,,光明護盾,"[{""id"":47,""name"":""Atlas Vanguard"",""level"":180,""specialization"":false}]","[323,336]",,100,,,"[""Blind""]",1.2,1,1,1,,,1,0,Holy,,
Guarding Strikes,337,8,Attack,"Attack twice from a guarding position, giving Ward for 2 turns.",,,守護連擊,"[{""id"":47,""name"":""Atlas Vanguard"",""level"":185,""specialization"":false}]","[462,345,376,310,306,307,330,317,323,314,336,328,320]",,80,,,,1,0.9,1.1,1,2,,2,0,,,
Purifying Strikes,338,8,Attack,"Attack with holy might thrice, recovering and giving Ward for 1 turn. (Recovers 5% of Ward)",,,淨化連擊,"[{""id"":47,""name"":""Atlas Vanguard"",""level"":190,""specialization"":false}]","[306,435,323,326,328]",,90,,,"[""Blind""]",1,0.9,1.5,1,,,3,0,Holy,,
Divine Bastion,339,8,Ward,Recovers and grants Ward for 5 turns and increases damage absorption to 100%.  Requires 3 turns of battle. (Recovers 50% of total ward.),1,,絕對壁壘,"[{""id"":47,""name"":""Atlas Vanguard"",""level"":200,""specialization"":false}]","[345,323]",,200,,,,,,,,,,,,,,
Jump II,340,8,Multi-round Attack,"Jump high and attack your opponent from the air, possibly breaking their offensive power upon landing.  Gives Ward for 3 turns and requires 2 turns in battle.",,,跳躍 II,"[{""id"":49,""name"":""Freyr"",""level"":175,""specialization"":false}]","[462,342,329]",,100,,,"[""Att ↓"",""Mag ↓""]",1,3,5,2,3,,1,0,,,
Wyrm's Song,341,8,Buff,Boosts critical hit rate permanently and temporarily boosts magic and attack power.,1,,飛龍之歌,"[{""id"":49,""name"":""Freyr"",""level"":175,""specialization"":false}]","[399,408,307,329,405,336]",,100,"[""T. Att ↑"",""T. Mag ↑"",""Crit ↑""]",[56],,,,,,,,,,,,
Blightstrike III,342,8,Attack,Strike hard with the chance of causing blight.,,,枯萎之擊 III,"[{""id"":49,""name"":""Freyr"",""level"":180,""specialization"":false}]","[361,359,348,307,329,319]",,120,,"[56,60]","[""Blight""]",2,1,1,1,,,1,0.05,Dragon,,
Wyvern Strikes,343,8,Attack,"Swiftly attack four times, dealing up to quadruple dragon damage.",,,飛龍連擊,"[{""id"":49,""name"":""Freyr"",""level"":185,""specialization"":false}]","[307,419,417,329,336,319]",,90,,"[60,101]",,1,0.5,1.1,1,,,4,0,Dragon,,
Flare III,344,8,Magic,"Unstable magic that can deal massive dragon damage, but may damage its caster.",1,,閃焰術 III,"[{""id"":49,""name"":""Freyr"",""level"":190,""specialization"":false}]","[413,305,312,307,304]",,120,,,,2,1,1,1,,-5,1,0,Dragon,,
Chimera's Song,345,8,Multi-round Magic,"Summon a blast, representative of the mighty Chimera.  Requires 3 turns in battle, deals massive damage, and burns, poisons, and paralyzes an opponent.",1,,奇美拉之歌,"[{""id"":49,""name"":""Freyr"",""level"":200,""specialization"":false}]",[329],,250,,,"[""Burning"",""Paralyzed"",""Poisoned""]",1,6,8,3,,,1,0,Dragon,,
Berserk III,346,9,Buff,"Boosts all stats, but take considerable damage over time.",1,,狂暴 III,"[{""id"":52,""name"":""Raider"",""level"":200,""specialization"":true}]",,,120,"[""All ↑↑""]",,,,,,,,,,,,,
The Cataphract,347,9,Passive,Ward is automatically activated in battle and recovers each turn.,1,,鐵甲騎兵,"[{""id"":54,""name"":""Cataphract"",""level"":1,""specialization"":true}]",,,,,,,,,,,,,,,,,
The Tamer,348,9,Passive,Your follower is stronger and may attack more often.,1,,馴獸師,"[{""id"":51,""name"":""Tamer"",""level"":200,""specialization"":true}]",,,,,,,,,,,,,,,,,
The Maji,349,9,Passive,Spells cost 50% less mana.,1,,大賢者,"[{""id"":50,""name"":""Maji"",""level"":1,""specialization"":true}]",,,,,,,,,,,,,,,,,
Warrior's Pavane,350,9,Attack,"Swiftly attack four times, dealing random damage and potentially blinding or stunning an opponent.",,,勇士帕凡舞,"[{""id"":53,""name"":""Charmer"",""level"":210,""specialization"":true}]","[354,355,313]",,60,,,"[""Blind"",""Stunned""]",1,0.75,2.5,1,,,4,0,,,
Mage's Pavane,351,9,Magic,Deals random non-elemental damage with the potential to cause negative status effects.,1,,法師帕凡舞,"[{""id"":53,""name"":""Charmer"",""level"":210,""specialization"":true}]",,,60,,,"[""Burning"",""Frozen"",""Paralyzed"",""Stunned""]",1,0.1,3,1,,,1,0,,,
Sonata of Defense,352,9,Buff,Boosts defenses while potentially decreasing an opponent defenses.,1,,防禦奏鳴曲,"[{""id"":53,""name"":""Charmer"",""level"":220,""specialization"":true}]",[328],,90,"[""Def ↑"",""Def ↑↑"",""T. Def ↑""]",,"[""Def ↓""]",,,,,,,,,,,
Sonata of Magic,353,9,Buff,Boosts magic power while potentially decreasing and opponent magic power.,1,,魔法奏鳴曲,"[{""id"":53,""name"":""Charmer"",""level"":200,""specialization"":true}]",[327],,90,"[""Mag ↑"",""Mag ↑↑"",""T. Mag ↑""]",,"[""Mag ↓""]",,,,,,,,,,,
Sonata of Power,354,9,Buff,Boosts attack power while potentially decreasing an opponent attack power.,1,,力量奏鳴曲,"[{""id"":53,""name"":""Charmer"",""level"":200,""specialization"":true}]",,,90,"[""Att ↑"",""Att ↑↑"",""T. Att ↑""]",,"[""Att ↓""]",,,,,,,,,,,
Sonata of Resistance,355,9,Buff,Boosts magic defenses while potentially decreasing an opponent magic defenses.,1,,抵抗奏鳴曲,"[{""id"":53,""name"":""Charmer"",""level"":220,""specialization"":true}]",,,90,"[""Res ↑"",""Res ↑↑"",""T. Res ↑""]",,"[""Res ↓""]",,,,,,,,,,,
Anthem of Lyonesse,356,9,Buff,"Potentially boost attack, magic, defense, and resistance while potentially decreasing opponent stats.",1,,里昂內斯頌歌,"[{""id"":53,""name"":""Charmer"",""level"":225,""specialization"":true}]","[448,446,422,336,326,328]",,180,"[""Mag ↑"",""Att ↑"",""Def ↑"",""Res ↑"",""T. Res ↑"",""T. Att ↑"",""T. Def ↑"",""T. Mag ↑"",""Res ↑↑"",""Att ↑↑"",""Def ↑↑"",""Mag ↑↑""]",,"[""Res ↓"",""Att ↓"",""Mag ↓"",""Def ↓"",""T. Def ↓"",""T. Att ↓"",""T. Mag ↓"",""T. Res ↓""]",,,,,,,,,,,
Valhallan Strength,357,8,Passive,Your attacks may cause blight and may be critical more often. Your follower is also stronger and may attack more often.,1,,瓦爾哈蘭之力,"[{""id"":49,""name"":""Freyr"",""level"":0,""specialization"":false}]",[329],,,,,"[""Blight""]",,,,,,,,,,,
Shoulders of Giants,358,8,Passive,Your Ward is strengthened by the might of giants. Ward is automatically activated in battle and recovers each turn.,1,,巨人的肩膀,"[{""id"":47,""name"":""Atlas Vanguard"",""level"":0,""specialization"":false}]","[238,184,323]",,,,,,,,,,,,,,,,
Torchstrike,359,2,Attack,"Attack with a torch, dealing light fire damage.",,,火炬之擊,"[{""id"":55,""name"":""Brawler"",""level"":50,""specialization"":true}]",,,4,,,"[""Burning""]",0.9,1,1,1,,,1,0.05,Fire,,
Tree Trunk,360,2,Attack,"Attack with a tree trunk, dealing light earthen damage.",,,樹幹擊,"[{""id"":55,""name"":""Brawler"",""level"":50,""specialization"":true}]",,,4,,,"[""Rot""]",0.9,1,1,1,,,1,0.05,Earthen,,
Alpha Dart,361,3,Debuff,Throw a dart with the chance to stun or burn an opponent (25% chance per effect).,1,,阿爾法飛鏢,"[{""id"":57,""name"":""Trickster"",""level"":50,""specialization"":true}]",,,30,,,"[""Burning"",""Stunned""]",,,,,,,,,,,
Beta Dart,362,3,Debuff,Throw a dart with the chance to blind an opponent or cause them to fall asleep (25% chance per effect).,1,,貝他飛鏢,"[{""id"":57,""name"":""Trickster"",""level"":55,""specialization"":true}]",,,30,,,"[""Blind"",""Asleep""]",,,,,,,,,,,
Gamma Dart,363,3,Debuff,Throw a dart with the chance to poison or freeze an opponent (25% chance per effect).,1,,伽瑪飛鏢,"[{""id"":57,""name"":""Trickster"",""level"":60,""specialization"":true}]",,,30,,,"[""Frozen"",""Poisoned""]",,,,,,,,,,,
Beastslayer II,364,9,Attack,Loose a debilitating dart to conquer a beast. Deals great damage to beasts of the wild.,,,野獸殺手 II,"[{""id"":51,""name"":""Tamer"",""level"":200,""specialization"":true}]",,,120,,,,1.2,1,1,1,,,1,0.05,,,
Crest of Lyonesse,365,8,Passive,Your stats increase as you defeat berserk or arisen enemies.,,,里昂內斯的紋章,"[{""id"":47,""name"":""Atlas Vanguard"",""level"":1,""specialization"":false},{""id"":64,""name"":""Titanguard"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Miasma,366,8,Debuff,Summon a putrid miasma. May cause poison and blight.,1,1,瘴氣,,"[413,309,402,310,416,305,312,337,348,304,330,315,317,334,313]",,50,,"[98,110,57]","[""Poisoned"",""Blight""]",,,,,,,,,,,750000
Rebirth,367,7,Buff,Heals 1000 health and removes status debuffs.,1,,再生術,,"[110,455,119,287,375,330,415,314]",,,,,,,,,,,,,,,,
Ravage,368,8,Multi-round Attack,A multi-round attack,,,崩毀,,"[142,149,418,346,330,322,335,415]",,,,,,,,,,,,,,,,
Miasma II,369,9,Debuff,"Summon a putrid miasma. May cause poison, toxic, rot and paralysis.",1,,瘴氣 II,,"[345,402,305,337,406,335,317,405,401,313]",,1,,,"[""Burning"",""Paralyzed"",""Poisoned"",""Toxic"",""Rot""]",,,,,,,,,,,
Starscreen,370,8,Multi-round Magic,"Multi-hitting magical ultimate. Lowers your defenses, blinds, burns and curses.",1,,星幕,,"[413,312,432,431]",,,,,"[""Burning"",""Blind"",""Cursed"",""Def ↓↓"",""Res ↓↓""]",,,,,,,,,,,
Ward of Ortanite,371,10,Ward,Recovers and grants Ward for 7 turns and increases damage absorption to 85%.,1,1,歐坦尼護盾,,[320],,200,,[59],,,,,,,,,,,,1000000000
Flame VI,372,10,Magic,Deals massive fire damage.,1,1,火焰術 VI,,"[427,315,461,428,423,403,317,486,331,336,327,321,313,358]",,180,,[64],,2.5,1,1,1,,,1,0,Fire,,5000000000
Multi-flame II,373,9,Magic,Deals greater fire magic thrice.,1,,多重火焰 II,"[{""id"":68,""name"":""Grand Ifrit"",""level"":220,""specialization"":false},{""id"":65,""name"":""Omnimancer"",""level"":215,""specialization"":false}]","[411,467,353,304,412,331,334,313]",,160,,,,1,1,1.5,1,,,3,0,Fire,,
Frost VI,374,10,Magic,Deals massive ice damage.,1,1,冰凍術 VI,,"[315,428,423,317,486,332,336,327,321,313,358]",,180,,[64],,2.5,1,1,1,,,1,0,Water,,5000000000
Multi-frost II,375,9,Magic,Deals greater ice magic thrice.,1,,多重寒霜 II,"[{""id"":76,""name"":""Great Leviathan"",""level"":220,""specialization"":false},{""id"":65,""name"":""Omnimancer"",""level"":215,""specialization"":false}]","[447,353,294,438,483,332,334,313]",,160,,,,1,1,1.5,1,,,3,0,Water,,
Spark VI,376,10,Magic,Deals massive lightning damage.,1,1,星火術 VI,,"[315,428,423,317,486,333,336,327,321,358]",,180,,[64],,2.5,1,1,1,,,1,0,Lightning,,5000000000
Tremor VI,377,10,Magic,Deals massive earthen damage.,1,1,地顫術 VI,,"[315,428,423,317,486,324,336,327,321,358]",,180,,[64],,2.5,1,1,1,,,1,0,Earthen,,5000000000
Wallop,378,8,Attack,Pumpkinhead used Wallop!,,,猛擊,,"[466,342,478]",,,,"[124,100,125]","[""T. Def ↓↓"",""T. Res ↓↓""]",,,,,,,,,,,
Pumpkin Smash,379,8,Multi-round Magic,Pumpkinhead's head is flying towards you! -- Pumpkinhead used Pumpkin Smash!,,,南瓜衝擊,,[342],,5,,,"[""Stunned"",""Rot""]",,,,,,,,,,,
Knight's Ward,380,1,Passive,Ward is automatically activated in battle.,,,騎士之護,"[{""id"":4,""name"":""Knight"",""level"":1,""specialization"":false},{""id"":61,""name"":""Runeblade"",""level"":1,""specialization"":false},{""id"":8,""name"":""Spellsword"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Valhallan Way,381,1,Passive,Your follower is slightly stronger and may attack more often.,,,瓦爾哈蘭之路,"[{""id"":5,""name"":""Paladin"",""level"":1,""specialization"":false},{""id"":11,""name"":""Dragoon"",""level"":1,""specialization"":false},{""id"":39,""name"":""Dragon Knight"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Mana Saver,382,1,Passive,Spells cost 5% less mana.,,,魔力節能,"[{""id"":23,""name"":""Sorcerer"",""level"":1,""specialization"":false},{""id"":9,""name"":""Mystic"",""level"":1,""specialization"":false},{""id"":38,""name"":""Archdruid"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Centurion's Ward,383,1,Passive,Ward is automatically activated in battle and slightly recovers each turn.,,,百夫長之護,"[{""id"":22,""name"":""Centurion"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Mana Rush,384,8,Passive,You may channel mana to escape falling in battle.,,,魔力之潮,"[{""id"":48,""name"":""Nekromancer"",""level"":1,""specialization"":false},{""id"":65,""name"":""Omnimancer"",""level"":1,""specialization"":false},{""id"":77,""name"":""Heretic"",""level"":1,""specialization"":false}]","[436,334]",,,,,,,,,,,,,,,,
No Affinity,385,8,Healing,Removes imbuement on your weapon.,1,,移除附掛,"[{""id"":46,""name"":""Arcanic"",""level"":175,""specialization"":false}]",,,40,,,,,,,,,,,,,,
Guarding Strikes II,386,9,Attack,"Attack twice from a guarding position, giving Ward for 2 turns.",,,守護連擊 II,"[{""id"":64,""name"":""Titanguard"",""level"":200,""specialization"":false}]",,,120,,,,1,1.2,1.6,1,2,,2,0,,,
Ward of Light II,387,9,Ward,"Deals holy damage, recovers Ward, and recovers a percentage of damage dealt. An opponent may also be blinded from the light. (Recovers 15% of Ward and 25% of Damage Dealt)",,,光明護盾 II,"[{""id"":64,""name"":""Titanguard"",""level"":210,""specialization"":false}]",[435],,160,,,"[""Blind""]",1.5,1,1,1,,,1,0,Holy,,
Inferno Facade,388,9,Ward,Grants Ward and temporary immunity to the power of fire. Requires 2 turns in battle. (Grants 2 ward turns.),,,煉獄假象,"[{""id"":64,""name"":""Titanguard"",""level"":220,""specialization"":false}]",,,200,"[""T. Fire Immune""]",[104],,,,,,,,,,,,
Tidal Facade,389,9,Ward,Grants Ward and temporary immunity to the power of water & ice. Requires 2 turns in battle. (Grants 2 ward turns.),,,潮汐假象,"[{""id"":64,""name"":""Titanguard"",""level"":220,""specialization"":false}]",,,200,"[""T. Water Immune""]",,,,,,,,,,,,,
Terra Facade,390,9,Ward,Grants Ward and temporary immunity to the power of earth. Requires 2 turns in battle. (Grants 2 ward turns.),,,大地假象,"[{""id"":64,""name"":""Titanguard"",""level"":220,""specialization"":false}]",,,200,"[""T. Earth Immune""]",,,,,,,,,,,,,
Storm Facade,391,9,Ward,Grants Ward and temporary immunity to the power of lightning. Requires 2 turns in battle. (Grants 2 ward turns.),,,風暴假象,"[{""id"":64,""name"":""Titanguard"",""level"":220,""specialization"":false}]",,,200,"[""T. Lightning Immune""]",[104],,,,,,,,,,,,
Holy Facade,392,9,Ward,Grants Ward and temporary immunity to holy power. Requires 2 turns in battle. (Grants 3 ward turns.),,,神聖假象,"[{""id"":64,""name"":""Titanguard"",""level"":220,""specialization"":false}]",,,200,"[""T. Holy Immune""]",,,,,,,,,,,,,
Dark Facade,393,9,Ward,Grants Ward and temporary immunity to dark power. Requires 2 turns in battle. (Grants 3 ward turns.),,,黑暗假象,"[{""id"":64,""name"":""Titanguard"",""level"":220,""specialization"":false}]",,,200,"[""T. Dark Immune""]",,,,,,,,,,,,,
Divine Bastion II,394,9,Ward,Recovers and grants Ward for 8 turns and increases damage absorption to 100%. Requires 3 turns of battle. (Recovers 85% of total ward.),1,,絕對壁壘 II,"[{""id"":64,""name"":""Titanguard"",""level"":225,""specialization"":false}]",[435],,200,,,,,,,,,,,,,,
Shoulders of Giants II,395,9,Passive,Your Ward is strengthened by the might of giants. Ward is automatically activated in battle and recovers each turn.,,,巨人的肩膀 II,"[{""id"":64,""name"":""Titanguard"",""level"":1,""specialization"":false}]",[320],,,,,,,,,,,,,,,,
Frostfire,396,9,Magic,Deals mixed fire and ice damage and deals extra damage to those weak against either element.,1,,冰火二重天,"[{""id"":65,""name"":""Omnimancer"",""level"":200,""specialization"":false}]","[448,446,337,447]",,120,,[110],,2.4,1,1,1,,,1,0,,,
Heat Lightning,397,9,Magic,Deals mixed fire and lightning damage and deals extra damage to those weak against either element.,1,,熱閃,"[{""id"":65,""name"":""Omnimancer"",""level"":200,""specialization"":false}]",[337],,120,,[110],,2.4,1,1,1,,,1,0,,,
Iced Earth,398,9,Magic,Deals mixed ice and earthen damage and deals extra damage to those weak against either element.,1,,冰結大地,"[{""id"":65,""name"":""Omnimancer"",""level"":200,""specialization"":false}]","[449,448,446,447,353]",,120,,[110],,2.4,1,1,1,,,1,0,,,
Quakestorm,399,9,Magic,Deals mixed lightning and earthen damage and deals extra damage to those weak against either element.,1,,顫慄風暴,"[{""id"":65,""name"":""Omnimancer"",""level"":200,""specialization"":false}]",[353],,120,,[110],,2.4,1,1,1,,,1,0,,,
Ice Storm,400,9,Magic,Deals mixed ice and lightning damage and deals extra damage to those weak against either element.,1,,冰風暴,"[{""id"":65,""name"":""Omnimancer"",""level"":200,""specialization"":false}]","[337,353]",,120,,[110],,2.4,1,1,1,,,1,0,,,
Scorched Earth,401,9,Magic,Deals mixed earthen and fire damage and deals extra damage to those weak against either element.,1,,焦土術,"[{""id"":65,""name"":""Omnimancer"",""level"":200,""specialization"":false}]",[353],,120,,,,2.4,1,1,1,,,1,0,,,
Arcanus II,402,9,Magic,"Unstable magic that can deal massive arcane damage, but may damage its caster.",1,,大秘儀術 II,"[{""id"":65,""name"":""Omnimancer"",""level"":205,""specialization"":false}]",,,160,,,,2,1,2,1,,-5,1,0,Arcane,,
Multi-tremor II,403,9,Magic,Deals greater earthen magic thrice.,1,,多重地顫術 II,"[{""id"":69,""name"":""Noble Gaia"",""level"":220,""specialization"":false},{""id"":65,""name"":""Omnimancer"",""level"":215,""specialization"":false}]","[445,353,438,324,334]",,160,,,,1,1,1.5,1,,,3,0,,,
Frostfire II,404,9,Magic,Deals mixed fire and ice damage and deals extra damage to those weak against either element.,1,,冰火二重天 II,"[{""id"":65,""name"":""Omnimancer"",""level"":220,""specialization"":false}]","[427,472,375,403]",,180,,,,2.7,1,1,1,,,1,0,,,
Heat Lightning II,405,9,Magic,Deals mixed fire and lightning damage and deals extra damage to those weak against either element.,1,,熱閃 II,"[{""id"":65,""name"":""Omnimancer"",""level"":220,""specialization"":false}]","[427,472,375,330,403]",,180,,,,2.7,1,1,1,,,1,0,,,
Iced Earth II,406,9,Magic,Deals mixed ice and earthen damage and deals extra damage to those weak against either element.,1,,冰結大地 II,"[{""id"":65,""name"":""Omnimancer"",""level"":220,""specialization"":false}]","[472,404,375]",,180,,,,2.7,1,1,1,,,1,0,,,
Quakestorm II,407,9,Magic,Deals mixed lightning and earthen damage and deals extra damage to those weak against either element.,1,,顫慄風暴 II,"[{""id"":65,""name"":""Omnimancer"",""level"":220,""specialization"":false}]","[472,404,375]",,180,,,,2.7,1,1,1,,,1,0,,,
Ice Storm II,408,9,Magic,Deals mixed ice and lightning damage and deals extra damage to those weak against either element.,1,,冰風暴 II,"[{""id"":65,""name"":""Omnimancer"",""level"":220,""specialization"":false}]","[375,330]",,180,,[105],,2.7,1,1,1,,,1,0,,,
Scorched Earth II,409,9,Magic,Deals mixed earthen and fire damage and deals extra damage to those weak against either element.,1,,焦土術 II,"[{""id"":65,""name"":""Omnimancer"",""level"":220,""specialization"":false}]","[472,450,375]",,180,,[113],,2.7,1,1,1,,,1,0,,,
Omnimancy,410,9,Passive,"You are one with the elements. Occasionally, you will be immune to damage of any basic element.",,,元素融合,"[{""id"":65,""name"":""Omnimancer"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Elementless,411,9,Healing,Removes elemental effects from your weapon.,,,元素解除,"[{""id"":66,""name"":""Nyx"",""level"":200,""specialization"":false}]",,,80,"[""Elementless""]",,,,,,,,,,,,,
Osmostrikes,412,9,Attack,"Swiftly attack thrice, dealing up to triple damage and healing yourself in the process.",,,滲透連擊,"[{""id"":66,""name"":""Nyx"",""level"":200,""specialization"":false}]","[450,354,355]",,50,,[73],,1,0.5,1.1,1,,15,3,0,,,
Omnistrikes,413,9,Attack,Swiftly attack thrice with the chance of weakening your opponent's attack or defenses.,,,融合連擊,"[{""id"":66,""name"":""Nyx"",""level"":210,""specialization"":false}]","[426,427,354,355,423,403,358]",,90,,[73],"[""Att ↓"",""Mag ↓"",""Def ↓"",""Res ↓""]",1,0.5,1.1,1,,,3,0,,,
Quadcut II,414,9,Attack,"Swiftly attack four times, dealing up to quadruple damage.",,,四連擊 II,"[{""id"":66,""name"":""Nyx"",""level"":215,""specialization"":false}]","[416,406,443,405,401,395]",,120,,"[73,82]",,1,0.5,1.3,1,,,4,0,,,
Swordplay III,415,9,Attack,"Attack multiple times, changing the course of the battle. It may cause multiple buffs and debuffs.",,,劍擊 III,"[{""id"":66,""name"":""Nyx"",""level"":220,""specialization"":false}]","[354,355]",,160,"[""T. Att ↑"",""T. Def ↑"",""T. Mag ↑"",""T. Res ↑""]",,"[""T. Def ↓"",""T. Att ↓"",""T. Mag ↓"",""T. Res ↓""]",1,0.7,1.4,1,,,4,0,,,
Ward of Balor,416,9,Buff,Grants Ward for 5 turns and may give elemental resistances.,1,,巴羅爾的護盾,"[{""id"":66,""name"":""Nyx"",""level"":225,""specialization"":false}]",,,90,"[""Fire Def"",""Water Def"",""Earth Def"",""Lightning Def"",""Holy Def"",""Dark Def""]",,,,,,,,,,,,,
