name,id,description,type,tier,boss,arena,image,equipped_by,name_zh,stats.attack.base,materials,dropped_by,cures,quests,gives,stats.magic.base,causes,stats.defense.base,stats.ward.base,element,view_distance,stats.dexterity.base,stats.mana.base,stats.crit.base,stats.resistance.base,stats.hp.base,prevents
Great Lizarr Blade,1070,Crude blade of the Lizarr.,Weapon,6,false,false,weapons/lizarr_blade.png,"[{""id"":1,""name"":""Warrior""}]",上級蜥蜴人寬劍,130,"[{""id"":276,""name"":""Steel""}]","[{""id"":398,""name"":""Great Lizarr Knight""},{""id"":397,""name"":""Great Lizarr Noble""},{""id"":364,""name"":""Great Lizarr Warrior""}]",---,---,---,---,---,---,---,---,---,---,---,1,---,---,---
Lesser Jewel of Mana,1071,A small adornment capable of increasing the mana granted by a piece of equipment when adorned upon it.,Adornment,3,false,false,jewels/29.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",低階瑪那寶石,---,---,---,---,---,---,---,---,---,---,---,---,---,8,---,---,---,---
Jewel of Resistance,1072,A small adornment capable of increasing the magic defense of a piece of equipment when adorned upon it.,Adornment,3,false,false,jewels/15.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",魔抗寶石,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4,---,---
Jewel of Health,1073,A small adornment capable of increasing the HP granted by a piece of equipment when adorned upon it.upon it.,Adornment,3,false,false,jewels/18.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",健康寶石,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,12,---
Magician's Shoes,1074,Simple shoes worn by students of magic.,Legs,1,false,true,armor/mages_boots.png,"[{""id"":2,""name"":""Mage""}]",魔法師鞋,---,"[{""id"":345,""name"":""Soul""}]",---,---,---,---,---,---,7,---,---,---,---,---,---,20,---,---
Ankou's Ring,1075,A ring crafted for certain slender fingers. It grants protection for the darkness; one cannot fall asleep or become cursed while wearing it.,Accessory,7,true,false,acc/sacrifice_ring.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",安庫之戒,---,---,"[{""id"":119,""name"":""Ankou""},{""id"":310,""name"":""Arisen Ankou""}]",---,---,---,---,---,---,---,Dark,---,---,---,---,---,---,"[""Asleep"",""Cursed""]"
Briny Pendant,1076,"A pendant found within wreckage, deep within the sea. It protects its wearer from blight, poison, rot, and toxic.",Accessory,9,true,false,acc/blight_pendant.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",鹹濕的吊飾,---,---,"[{""id"":375,""name"":""Kraken""}]","[""Poisoned"",""Blight"",""Toxic"",""Rot""]",---,---,---,---,---,---,---,---,---,---,---,---,---,---
Jewel of the Deep,1077,A small adornment of the deep sea capable of increasing the magical defenses of a piece of equipment when adorned upon it.,Adornment,9,false,false,jewels/36.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",深海寶石,---,---,"[{""id"":375,""name"":""Kraken""}]",---,---,---,---,---,---,---,---,---,---,30,---,18,---,---
Phantom Blinders,1078,Blinders often used to quell a Kelpie's restlessness. They increase dexterity and critical hit rate of those granted with extra concentration.,Head,9,true,false,armor/blue_blinders.png,"[{""id"":3,""name"":""Thief""}]",幻影眼罩,---,"[{""id"":264,""name"":""Leather""},{""id"":302,""name"":""Pure Waterstone""}]","[{""id"":367,""name"":""Kelpie""}]",---,---,---,---,---,205,---,---,---,90,---,2,165,---,---
Heretic's Jewel,1079,"An adornment of the blasphemous. When adorned upon a weapon, it grants the chance to inflict damage to an opponent's magical resistance",Adornment,7,false,false,jewels/27.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",赫勒提克寶石,---,---,"[{""id"":33,""name"":""Great Mimic""},{""id"":176,""name"":""Mimic King""},{""id"":247,""name"":""Ancient Mimic""},{""id"":386,""name"":""Balor Gateway""},{""id"":304,""name"":""Mighty Mimic""}]",---,---,---,---,"[""T. Res ↓"",""T. Res ↓↓""]",---,---,---,---,---,---,---,---,---,---
Hydra Staff,1080,Archistaff forged of the remains of a great hydra. It can provide many elemental resistances.,Weapon,7,true,false,weapons/hydra_staff.png,"[{""id"":2,""name"":""Mage""}]",九頭蛇之杖,---,"[{""id"":302,""name"":""Pure Waterstone""}]","[{""id"":373,""name"":""Hydra""}]",---,---,"[""Fire Def"",""Water Def"",""Earth Def"",""Lightning Def""]",162,---,---,---,---,---,---,---,---,---,---,---
Daybreak [bow],1081,A powerful magical greatbow of unknown royalty. It grants one immunity from burning and blindness.,Weapon,10,true,false,weapons/dawn_bow.png,"[{""id"":3,""name"":""Thief""}]",破曉 [bow],260,"[{""id"":330,""name"":""Pure Lightstone""}]","[{""id"":374,""name"":""Pegasus""}]",---,---,---,20,---,---,---,---,---,60,12,---,---,---,---
Turul Feather,1082,A feather of a Turul. It can grant a piece of armor additional dexterity when adorned upon it.,Adornment,8,false,false,jewels/50.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",圖魯羽毛,---,---,"[{""id"":376,""name"":""Turul""}]",---,---,---,---,---,---,---,---,---,22,---,1,---,---,---
Ring of Annwn,1083,A ring of Annwn royalty. Its arcane enchantment grants immunity to element status conditions.,Accessory,7,false,false,acc/cursed_ring.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",安溫之戒,---,---,"[{""id"":222,""name"":""Fallen Ra, the Seer""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,"[""Burning"",""Frozen"",""Paralyzed"",""Rot""]"
Greater Attack Tonic,1084,A sour tonic that raises your attack in battle.,Other,4,true,false,useables/attack_tonic.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",強力物攻藥劑,---,---,"[{""id"":277,""name"":""Cerus""},{""id"":432,""name"":""Ferocious Cerus""},{""id"":431,""name"":""Furious Cerus""}]",---,---,"[""Att ↑↑""]",---,---,---,---,---,---,---,---,---,---,---,---
Greater Magic Tonic,1085,A sour tonic that raises your magic in battle.,Other,4,true,false,useables/magic_tonic.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",強力魔法藥劑,---,---,"[{""id"":277,""name"":""Cerus""},{""id"":432,""name"":""Ferocious Cerus""},{""id"":431,""name"":""Furious Cerus""}]",---,---,"[""Mag ↑↑""]",---,---,---,---,---,---,---,---,---,---,---,---
Wisp Staff,1086,Staff imbued with the power of a wisp.,Weapon,1,false,false,weapons/rune_staff.png,"[{""id"":2,""name"":""Mage""}]",幽光法杖,---,"[{""id"":263,""name"":""Iron""}]","[{""id"":366,""name"":""Little Wisp""}]",---,---,---,22,---,---,---,---,---,---,---,---,---,12,---
Blue Feather,1087,A feather of a Zu. It can grant a piece of armor additional dexterity when adorned upon it.,Adornment,3,false,false,jewels/47.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",藍羽毛,---,---,"[{""id"":156,""name"":""Zu""}]",---,---,---,---,---,---,---,---,---,8,---,---,---,---,---
Red Feather,1088,A feather of a Carrion Crow. It can grant a piece of armor additional dexterity when adorned upon it.,Adornment,5,false,false,jewels/48.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",赤羽毛,---,---,"[{""id"":196,""name"":""Carrion Crow""}]",---,---,---,---,---,---,---,---,---,16,---,---,---,---,---
Green Feather,1089,The feather of a Buzzard. It can grant a piece of armor additional dexterity when adorned upon it.,Adornment,4,false,false,jewels/50.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",綠色羽毛,---,---,"[{""id"":190,""name"":""Buzzard""}]",---,---,---,---,---,---,---,---,---,12,---,---,---,---,---
Yokai's Staff,1090,The staff of the revered Yokai. It may lower an opponent's magical defenses.,Weapon,4,false,false,weapons/dark_staff.png,"[{""id"":2,""name"":""Mage""}]",妖怪法杖,---,"[{""id"":252,""name"":""Darkstone""}]","[{""id"":377,""name"":""Yokai""}]",---,---,---,86,"[""Res ↓""]",---,---,---,---,---,---,---,---,---,---
Leach,1091,A fine blade crafted of a bat's remains. It slightly drains HP from an enemy with damage dealt.,Weapon,1,false,false,weapons/dragon_dagger.png,"[{""id"":3,""name"":""Thief""}]",利奇,12,"[{""id"":262,""name"":""Hide""},{""id"":263,""name"":""Iron""}]","[{""id"":23,""name"":""Bat""}]",---,---,---,---,"[""Burning"",""Bleeding""]",---,---,---,---,---,---,---,---,---,---
Crow's Feathers,1092,"Crude armor made of the remains of a crow. Does not offer much defense, but raises your dexterity.",Armor,1,false,false,armor/harpy_feathers.png,"[{""id"":3,""name"":""Thief""}]",烏鴉的羽毛,---,"[{""id"":262,""name"":""Hide""}]","[{""id"":2,""name"":""Crow""}]",---,---,---,---,---,5,---,---,---,12,---,---,7,---,---
Draugr Staff,1093,A staff of a draugr. Grants additional mana.,Weapon,3,false,false,weapons/dark_staff.png,"[{""id"":2,""name"":""Mage""}]",屍鬼法杖,---,"[{""id"":252,""name"":""Darkstone""}]",---,---,---,---,68,---,---,---,---,---,---,28,---,---,---,---
Nightbreak [staff],1094,A powerful dark archistaff of unknown royalty. It grants one immunity from blindness and falling asleep in battle.,Weapon,10,true,false,weapons/dawn_staff.png,"[{""id"":2,""name"":""Mage""}]",夜幕降臨 [staff],---,"[{""id"":267,""name"":""Nightstone""},{""id"":512,""name"":""Twilightstone""}]","[{""id"":390,""name"":""Dark Pegasus""}]",---,---,---,280,---,---,---,Dark,---,---,50,---,---,---,"[""Blind"",""Asleep""]"
Arisen Hydra Staff,1095,Archistaff forged of the remains of a great hydra. It can provide many elemental resistances.,Weapon,10,true,false,weapons/hydra_staff.png,"[{""id"":2,""name"":""Mage""}]",重生九頭蛇之杖,---,"[{""id"":302,""name"":""Pure Waterstone""}]","[{""id"":370,""name"":""Arisen Hydra""}]",---,---,"[""Fire Def"",""Water Def"",""Earth Def"",""Lightning Def""]",242,---,---,---,---,---,---,---,---,---,---,---
Leaches,1096,A sharp pair of daggers. They slightly drain HP from an enemies with damage dealt.,Weapon,2,false,false,weapons/kunai.png,"[{""id"":3,""name"":""Thief""}]",滲透刃,28,"[{""id"":263,""name"":""Iron""}]",---,---,---,---,---,---,-5,2,---,---,---,---,---,---,---,---
Daybreak [staff],1097,A powerful archistaff of unknown royalty. It grants one immunity from burning and blindness.,Weapon,10,true,false,weapons/dawn_staff.png,"[{""id"":2,""name"":""Mage""}]",破曉 [staff],---,"[{""id"":330,""name"":""Pure Lightstone""}]","[{""id"":374,""name"":""Pegasus""}]",---,---,---,260,---,---,---,---,---,---,50,---,---,---,---
Mana Bow,1098,The bow of a mystic. It slightly raises your dexterity.,Weapon,1,false,false,weapons/draco_bow.png,"[{""id"":2,""name"":""Mage""}]",魔力弓,---,"[{""id"":273,""name"":""Runestone""}]","[{""id"":366,""name"":""Little Wisp""}]",---,---,---,18,---,---,---,---,---,6,---,---,---,---,---
Argent Leggings,1099,Mystical armor that boasts higher magic defense.,Legs,10,false,true,armor/rune_leggings.png,"[{""id"":1,""name"":""Warrior""}]",銀飾腿甲,---,"[{""id"":273,""name"":""Runestone""},{""id"":345,""name"":""Soul""}]",---,---,---,---,---,---,45,---,---,---,---,---,---,240,---,---
Argent Shield,1100,Mystical shield that boasts extra magic defense.,Off-hand,10,false,true,wards/rune_shield.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",白銀盾,---,"[{""id"":273,""name"":""Runestone""}]",---,---,---,---,---,---,---,21,---,---,---,---,---,155,---,---
Polished Aegis,1101,An ageless golden shield capable of protecting one from petrification.,Off-hand,10,false,true,wards/aegis.png,"[{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",拋光神盾,---,"[{""id"":346,""name"":""Greater Soul""},{""id"":325,""name"":""Lightstone""}]",---,---,---,---,---,---,18,34,---,---,---,---,---,---,64,---
Polished Mirror,1102,"A mirrored shield. At the sacrifice of Ward, one can reflect on themselves and gain mana.",Off-hand,10,false,true,wards/mirror.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",拋光鏡,---,"[{""id"":346,""name"":""Greater Soul""}]",---,---,---,---,---,---,---,-100,---,---,---,360,---,---,---,---
Crusading Boots,1103,Some magic users are also skilled in combat. These are the boots of one.,Legs,10,false,true,armor/battlemage_boots.png,"[{""id"":2,""name"":""Mage""}]",運動長靴,---,"[{""id"":346,""name"":""Greater Soul""},{""id"":273,""name"":""Runestone""}]",---,---,---,---,---,---,244,---,---,---,---,---,---,30,---,---
Court Jester's Outfit,1104,Amusing outfit of a court jester. It increases gold and orns earned.,Armor,10,false,true,armor/jester_outfit.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",宮廷小丑服,---,"[{""id"":264,""name"":""Leather""},{""id"":275,""name"":""Silver""}]",---,---,---,---,---,---,85,---,---,---,---,---,---,85,---,---
Oisin Crown,1105,"This unique headwear does not offer much protection, but is well suited for adornment.",Head,10,false,true,armor/antlers.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",歐辛王冠,---,"[{""id"":249,""name"":""Bone""},{""id"":262,""name"":""Hide""},{""id"":263,""name"":""Iron""}]",---,---,---,---,---,---,178,---,---,---,---,---,---,178,---,---
Crusading Helmet,1106,Some magic users are also skilled in combat. This is the helmet of one.,Head,10,false,true,armor/battlemage_helm.png,"[{""id"":2,""name"":""Mage""}]",運動頭盔,---,"[{""id"":346,""name"":""Greater Soul""},{""id"":273,""name"":""Runestone""}]",---,---,---,---,---,---,244,---,---,---,---,---,---,60,---,---
Fey Arrows,1107,A quiver of arrows that are imbued with unknown magic. They greatly increase ones's attack power at the sacrifice of Ward.,Off-hand,10,false,true,wards/arcane_arrows.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",變異箭矢,96,"[{""id"":273,""name"":""Runestone""},{""id"":275,""name"":""Silver""},{""id"":283,""name"":""Wood""}]",---,---,---,---,---,---,---,-75,---,---,---,---,---,3,---,---
Fey Scroll,1108,A scroll containing knowledge of unstable magic. It improves one's magic at the sacrifice of Ward.,Off-hand,10,false,true,wards/scroll_purple.png,"[{""id"":2,""name"":""Mage""}]",變異卷軸,---,"[{""id"":268,""name"":""Perfect Runestone""}]",---,---,---,---,56,---,---,-25,---,---,---,---,---,---,---,---
Sage's Cane,1109,An old sage's cane.,Weapon,1,false,true,weapons/cane.png,"[{""id"":2,""name"":""Mage""}]",賢者之杖,---,"[{""id"":283,""name"":""Wood""}]",---,---,---,---,18,---,---,---,---,---,---,6,---,---,---,---
Argent Armor,1110,Mystical armor that boasts higher magic defense.,Armor,10,false,true,armor/rune_armor.png,"[{""id"":1,""name"":""Warrior""}]",銀飾盔甲,---,"[{""id"":273,""name"":""Runestone""},{""id"":345,""name"":""Soul""}]",---,---,---,---,---,---,45,---,---,---,---,---,---,240,---,---
Argent Helmet,1111,Mystical armor that boasts higher magic defense.,Head,10,false,true,armor/rune_helmet.png,"[{""id"":1,""name"":""Warrior""}]",銀飾頭盔,---,"[{""id"":273,""name"":""Runestone""},{""id"":345,""name"":""Soul""}]",---,---,---,---,---,---,45,---,---,---,---,---,---,240,---,---
Archmage's Scroll,1112,A scroll containing knowledge of basic magic. It improves one's magic at the sacrifice of Ward.,Off-hand,4,false,true,wards/scroll.png,"[{""id"":2,""name"":""Mage""}]",大法師的卷軸,---,"[{""id"":273,""name"":""Runestone""}]",---,---,---,---,17,---,---,-7,---,---,---,---,---,---,---,---
Flute,1113,A simple flute made of brass. It may lull an enemies to sleep.,Weapon,1,false,false,weapons/gold_flute.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",長笛,11,"[{""id"":273,""name"":""Runestone""}]",---,---,---,---,11,"[""Asleep""]",---,---,---,---,---,---,---,---,---,---
Yeti Mightycoat,1114,Coat reminiscent of the formidable Yeti. It protects one from the snow and from having their defenses lowered.,Armor,10,false,false,armor/great_yeti_armor.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",極暖雪人大衣,---,"[{""id"":262,""name"":""Hide""},{""id"":264,""name"":""Leather""},{""id"":275,""name"":""Silver""},{""id"":280,""name"":""Waterstone""}]","[{""id"":372,""name"":""Mighty Yeti""}]",---,---,---,---,---,260,---,Water,---,---,---,---,260,80,"[""Frozen"",""Def ↓"",""T. Def ↓""]"
Daybreak [sword],1115,A powerful magical sword of unknown royalty. It grants one immunity from burning and blindness.,Weapon,10,true,false,weapons/dawnbreaker.png,"[{""id"":1,""name"":""Warrior""}]",破曉 [sword],260,"[{""id"":330,""name"":""Pure Lightstone""}]","[{""id"":374,""name"":""Pegasus""}]",---,---,---,---,---,---,---,---,---,---,25,---,---,25,---
Iron Shield,1116,A simple shield of iron.,Off-hand,2,false,false,wards/buckler.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",鐵盾,---,"[{""id"":263,""name"":""Iron""}]",---,---,---,---,---,---,---,5,---,---,---,---,---,---,---,---
Arisen Sea Axe,1117,An axe enchanted with the power of the raging sea.,Weapon,10,true,false,weapons/sea_axe.png,"[{""id"":1,""name"":""Warrior""}]",重生深海斧,235,"[{""id"":302,""name"":""Pure Waterstone""}]","[{""id"":368,""name"":""Arisen Finfolk""}]",---,---,---,172,"[""Frozen""]",---,---,Water,---,---,---,---,---,---,---
Old Spear,1118,A blade fashioned upon an extended shaft of wood.,Weapon,1,false,false,weapons/spear.png,"[{""id"":1,""name"":""Warrior""}]",老槍,13,"[{""id"":283,""name"":""Wood""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Scroll,1119,A scroll containing knowledge of basic magic. It improves one's magic at the sacrifice of Ward.,Off-hand,2,false,true,wards/scroll.png,"[{""id"":2,""name"":""Mage""}]",卷軸,---,"[{""id"":273,""name"":""Runestone""}]",---,---,---,---,6,---,---,-1,---,---,---,---,---,---,---,---
Needles,1120,A sharp pair of daggers.,Weapon,1,false,true,weapons/kunai.png,"[{""id"":3,""name"":""Thief""}]",飛針,20,"[{""id"":345,""name"":""Soul""}]",---,---,---,---,---,---,-5,2,---,---,---,---,---,---,---,---
War Blinders,1121,Blinders often used to quell a wild horse's restlessness. They increase dexterity and critical hit rate of those granted with extra concentration.,Head,5,false,false,armor/blinders.png,"[{""id"":3,""name"":""Thief""}]",戰馬眼罩,---,"[{""id"":264,""name"":""Leather""},{""id"":276,""name"":""Steel""}]",---,---,---,---,---,---,115,---,---,---,32,---,2,---,---,---
Tundric Staff,1122,A highly decorative weapon wielded by Elven warriors of the North. It boasts extra adornment slots.,Weapon,6,false,false,weapons/elven_staff.png,"[{""id"":2,""name"":""Mage""}]",凍原法杖,---,"[{""id"":257,""name"":""Elstone""}]","[{""id"":392,""name"":""Snow Elf Mage""}]",---,---,---,145,---,---,---,---,---,12,32,---,---,---,---
Nightbreak [bow],1123,A powerful dark greatbow of unknown royalty. It grants one immunity from blindness and falling asleep in battle.,Weapon,10,true,false,weapons/dawn_bow.png,"[{""id"":3,""name"":""Thief""}]",夜幕降臨 [bow],280,"[{""id"":267,""name"":""Nightstone""},{""id"":512,""name"":""Twilightstone""}]","[{""id"":390,""name"":""Dark Pegasus""}]",---,---,---,20,---,---,---,Dark,---,60,12,---,---,---,"[""Blind"",""Asleep""]"
Nightbreak [sword],1124,A powerful dark sword of unknown royalty. It grants one immunity from blindness and falling asleep in battle.,Weapon,10,true,false,weapons/dawnbreaker.png,"[{""id"":1,""name"":""Warrior""}]",夜幕降臨 [sword],280,"[{""id"":267,""name"":""Nightstone""},{""id"":512,""name"":""Twilightstone""}]","[{""id"":390,""name"":""Dark Pegasus""}]",---,---,---,---,---,---,---,Dark,---,---,25,---,---,25,"[""Blind"",""Asleep""]"
Goblin Lord's Staff,1125,The staff of the Goblin Lord. It slightly boosts its wielder's mana.,Weapon,1,true,false,weapons/archistaff.png,"[{""id"":2,""name"":""Mage""}]",哥布林領主的法杖,---,"[{""id"":283,""name"":""Wood""}]","[{""id"":20,""name"":""Goblin Lord""}]",---,---,---,25,---,---,---,---,---,---,10,---,---,---,---
Tundric Katana,1126,A highly decorative weapon wielded by Elven warriors of the North. It boasts extra adornment slots.,Weapon,7,false,false,weapons/katana.png,"[{""id"":3,""name"":""Thief""}]",凍原武士刀,165,"[{""id"":257,""name"":""Elstone""}]","[{""id"":393,""name"":""Snow Elf Rogue""}]",---,---,---,---,---,---,---,---,---,45,---,2,---,---,---
Old Mace,1127,A blunt weapon suitable for heavy blows.,Weapon,1,false,false,weapons/mace.png,"[{""id"":1,""name"":""Warrior""}]",老舊的狼牙棒,14,"[{""id"":263,""name"":""Iron""}]","[{""id"":1,""name"":""Barbarian""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Hammer,1128,A large hammer suitable for crushing blows.,Weapon,1,false,false,weapons/hammer.png,"[{""id"":1,""name"":""Warrior""}]",錘,18,"[{""id"":263,""name"":""Iron""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Bandit's Axe,1129,A large axe carried by the mightiest bandits.,Weapon,1,true,false,weapons/battle_axe.png,"[{""id"":1,""name"":""Warrior""}]",土匪之斧,22,"[{""id"":263,""name"":""Iron""}]","[{""id"":229,""name"":""Bandit Lord""}]",---,---,---,---,---,5,---,---,---,---,---,---,---,---,---
Bandit's Dagger,1130,A small blade ideal for close quartered combat. It slightly increases dexterity.,Weapon,1,false,false,weapons/dagger.png,"[{""id"":3,""name"":""Thief""}]",土匪匕首,12,"[{""id"":263,""name"":""Iron""}]","[{""id"":230,""name"":""Bandit""}]",---,---,---,---,"[""Bleeding""]",---,---,---,---,4,---,---,---,---,---
Greater Wisp Staff,1131,Staff imbued with the power of a wisp.,Weapon,3,false,false,weapons/rune_staff.png,"[{""id"":2,""name"":""Mage""}]",上級幽光法杖,---,"[{""id"":263,""name"":""Iron""}]","[{""id"":61,""name"":""Wisp""}]",---,---,---,68,---,---,---,---,---,---,---,---,---,40,---
Fjalar Mantle,1132,"Crude armor made of the remains of a Fjalar. Does not offer much defense, but raises your dexterity.",Armor,10,false,false,armor/harpy_feathers.png,"[{""id"":3,""name"":""Thief""}]",法亞拉披風,---,"[{""id"":262,""name"":""Hide""},{""id"":264,""name"":""Leather""},{""id"":294,""name"":""Silk""},{""id"":275,""name"":""Silver""}]","[{""id"":395,""name"":""Fjalar""}]",---,---,---,---,---,222,---,---,---,172,---,---,134,---,---
Fey Dragon Cowl,1133,A cowl made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,Head,7,false,false,armor/wyvern_hood.png,"[{""id"":3,""name"":""Thief""}]",變異龍風帽,---,"[{""id"":255,""name"":""Dragonite""},{""id"":275,""name"":""Silver""},{""id"":345,""name"":""Soul""}]","[{""id"":399,""name"":""Fey Dragon""}]",---,---,---,---,---,85,---,Dragon,---,42,---,---,105,---,---
Fey Dragon Boots,1134,Boots made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,Legs,7,false,false,armor/wyvern_boots.png,"[{""id"":3,""name"":""Thief""}]",變異龍靴,---,"[{""id"":255,""name"":""Dragonite""},{""id"":275,""name"":""Silver""},{""id"":345,""name"":""Soul""}]","[{""id"":399,""name"":""Fey Dragon""}]",---,---,---,---,---,82,---,Dragon,---,42,---,---,105,---,---
Fey Dragon Helmet,1135,A helmet made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,Head,7,false,false,armor/wyvern_helm.png,"[{""id"":1,""name"":""Warrior""}]",變異龍盔,---,"[{""id"":255,""name"":""Dragonite""},{""id"":275,""name"":""Silver""},{""id"":345,""name"":""Soul""}]","[{""id"":399,""name"":""Fey Dragon""}]",---,---,---,---,---,82,---,Dragon,---,32,---,---,112,---,---
Fey Dragon Leggings,1136,Heavy leg armor made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,Legs,7,false,false,armor/wyvern_leggings.png,"[{""id"":1,""name"":""Warrior""}]",變異龍腿甲,---,"[{""id"":255,""name"":""Dragonite""},{""id"":275,""name"":""Silver""},{""id"":345,""name"":""Soul""}]","[{""id"":399,""name"":""Fey Dragon""}]",---,---,---,---,---,82,---,Dragon,---,32,---,---,112,---,---
Fey Dragon Armor,1137,A chest guard made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,Armor,7,false,false,armor/wyvern_plate.png,"[{""id"":3,""name"":""Thief""}]",變異龍甲,---,"[{""id"":255,""name"":""Dragonite""},{""id"":275,""name"":""Silver""},{""id"":345,""name"":""Soul""}]","[{""id"":399,""name"":""Fey Dragon""}]",---,---,---,---,---,78,---,Dragon,---,42,---,1,102,---,---
Fey Dragon Hood,1138,A hood made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,Head,7,true,false,armor/wyvern_hood.png,"[{""id"":2,""name"":""Mage""}]",變異龍兜帽,---,"[{""id"":255,""name"":""Dragonite""},{""id"":275,""name"":""Silver""},{""id"":345,""name"":""Soul""}]","[{""id"":399,""name"":""Fey Dragon""}]",---,---,---,---,---,72,---,Dragon,---,42,---,---,105,---,---
Fey Dragon Chestmail,1139,A chest guard made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,Armor,7,false,false,armor/wyvern_plate.png,"[{""id"":1,""name"":""Warrior""}]",變異龍鎖鏈甲,---,"[{""id"":255,""name"":""Dragonite""},{""id"":275,""name"":""Silver""},{""id"":345,""name"":""Soul""}]","[{""id"":399,""name"":""Fey Dragon""}]",---,---,---,---,---,82,---,Dragon,---,32,---,---,102,---,---
Fey Dragon Mage's Boots,1140,Boots made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,Legs,7,false,false,armor/wyvern_boots.png,"[{""id"":2,""name"":""Mage""}]",變異龍法靴,---,"[{""id"":255,""name"":""Dragonite""},{""id"":275,""name"":""Silver""},{""id"":345,""name"":""Soul""}]","[{""id"":399,""name"":""Fey Dragon""}]",---,---,---,---,---,55,---,Dragon,---,42,---,---,112,---,---
Fey Dragon Robe,1141,A robe made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,Armor,7,false,false,armor/wyvern_robe.png,"[{""id"":2,""name"":""Mage""}]",變異龍袍,---,"[{""id"":255,""name"":""Dragonite""},{""id"":275,""name"":""Silver""},{""id"":345,""name"":""Soul""}]","[{""id"":399,""name"":""Fey Dragon""}]",---,---,---,---,---,62,---,Dragon,---,---,---,---,122,---,---
Summoning Scroll,1142,"A scroll containing the ancient Balor techniques of the summon. Reading it will summon a powerful Raid Boss to your nearby area, but the entity may only be visible to those who travel at a slower pace.",Item,7,false,false,useables/summoning_scroll.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",召喚卷軸,---,---,"[{""id"":386,""name"":""Balor Gateway""},{""id"":404,""name"":""Fey Yeti""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
